,Year,Age,MainOffence,Gender,Ethnicity,Order,Value,Flags
3785,2017,14,Property Damage And Environmental Pollution,Male,Maori,"Monetary, confiscation, disqualification",1,NA
3090,2017,14,Sexual Assault And Related Offences,Male,Maori,"Monetary, confiscation, disqualification",1,NA
3462,2017,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",1,NA
3270,2017,14,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision with activity, intensive supervision",1,NA
3066,2017,14,Sexual Assault And Related Offences,Male,Maori,"Supervision with activity, intensive supervision",1,NA
3409,2017,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision with activity, intensive supervision",6,NA
3409.1,2017,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision with activity, intensive supervision",6,NA
3409.2,2017,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision with activity, intensive supervision",6,NA
3409.3,2017,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision with activity, intensive supervision",6,NA
3409.4,2017,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision with activity, intensive supervision",6,NA
3409.5,2017,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision with activity, intensive supervision",6,NA
2941,2017,14,Acts Intended To Cause Injury,Male,Maori,Supervision with residence,1,NA
3125,2017,14,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,Supervision with residence,1,NA
3680,2017,14,Prohibited And Regulated Weapons And Explosives Offences,Male,Maori,Supervision with residence,1,NA
3249,2017,14,"Robbery, Extortion And Related Offences",Male,Maori,Supervision with residence,1,NA
3533,2017,14,Theft And Related Offences,Male,Maori,Supervision with residence,1,NA
3384,2017,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Supervision with residence,6,NA
3384.1,2017,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Supervision with residence,6,NA
3384.2,2017,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Supervision with residence,6,NA
3384.3,2017,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Supervision with residence,6,NA
3384.4,2017,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Supervision with residence,6,NA
3384.5,2017,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Supervision with residence,6,NA
2894,2017,14,Homicide And Related Offences,Male,Maori,"Supervision, community work",1,NA
3764,2017,14,Property Damage And Environmental Pollution,Male,Maori,"Supervision, community work",1,NA
3834,2017,14,Public Order Offences,Male,Maori,"Supervision, community work",1,NA
3294,2017,14,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision, community work",1,NA
3572,2017,14,Theft And Related Offences,Male,Maori,"Supervision, community work",1,NA
3435,2017,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",6,NA
3435.1,2017,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",6,NA
3435.2,2017,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",6,NA
3435.3,2017,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",6,NA
3435.4,2017,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",6,NA
3435.5,2017,14,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",6,NA
15851,2017,15,Sexual Assault And Related Offences,Male,Maori,Adult sentences,1,NA
15806,2017,15,Acts Intended To Cause Injury,Male,Maori,"Discharge, admonish",1,NA
16569,2017,15,"Fraud, Deception And Related Offences",Male,Maori,"Discharge, admonish",1,NA
17080,2017,15,"Offences Against Justice Procedures, Government Security And Government Operations",Male,Maori,"Discharge, admonish",1,NA
16899,2017,15,Public Order Offences,Male,Maori,"Discharge, admonish",1,NA
16197,2017,15,"Robbery, Extortion And Related Offences",Male,Maori,"Discharge, admonish",1,NA
16544,2017,15,Theft And Related Offences,Male,Maori,"Discharge, admonish",1,NA
17009,2017,15,Traffic And Vehicle Regulatory Offences,Male,Maori,"Discharge, admonish",1,NA
16373,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Discharge, admonish",12,NA
16373.1,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Discharge, admonish",12,NA
16373.2,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Discharge, admonish",12,NA
16373.3,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Discharge, admonish",12,NA
16373.4,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Discharge, admonish",12,NA
16373.5,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Discharge, admonish",12,NA
16373.6,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Discharge, admonish",12,NA
16373.7,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Discharge, admonish",12,NA
16373.8,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Discharge, admonish",12,NA
16373.9,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Discharge, admonish",12,NA
16373.1,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Discharge, admonish",12,NA
16373.11,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Discharge, admonish",12,NA
16321,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Education, rehab programmes",1,NA
15782,2017,15,Acts Intended To Cause Injury,Male,Maori,"Monetary, confiscation, disqualification",1,NA
15959,2017,15,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Monetary, confiscation, disqualification",1,NA
16796,2017,15,Property Damage And Environmental Pollution,Male,Maori,"Monetary, confiscation, disqualification",1,NA
16173,2017,15,"Robbery, Extortion And Related Offences",Male,Maori,"Monetary, confiscation, disqualification",1,NA
16518,2017,15,Theft And Related Offences,Male,Maori,"Monetary, confiscation, disqualification",1,NA
16989,2017,15,Traffic And Vehicle Regulatory Offences,Male,Maori,"Monetary, confiscation, disqualification",1,NA
16347,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Monetary, confiscation, disqualification",1,NA
15737,2017,15,Acts Intended To Cause Injury,Male,Maori,"Supervision with activity, intensive supervision",1,NA
15925,2017,15,Dangerous Or Negligent Acts Endangering Persons,Male,Maori,"Supervision with activity, intensive supervision",1,NA
16556,2017,15,"Fraud, Deception And Related Offences",Male,Maori,"Supervision with activity, intensive supervision",1,NA
16128,2017,15,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision with activity, intensive supervision",12,NA
16128.1,2017,15,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision with activity, intensive supervision",12,NA
16128.2,2017,15,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision with activity, intensive supervision",12,NA
16128.3,2017,15,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision with activity, intensive supervision",12,NA
16128.4,2017,15,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision with activity, intensive supervision",12,NA
16128.5,2017,15,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision with activity, intensive supervision",12,NA
16128.6,2017,15,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision with activity, intensive supervision",12,NA
16128.7,2017,15,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision with activity, intensive supervision",12,NA
16128.8,2017,15,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision with activity, intensive supervision",12,NA
16128.9,2017,15,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision with activity, intensive supervision",12,NA
16128.1,2017,15,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision with activity, intensive supervision",12,NA
16128.11,2017,15,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision with activity, intensive supervision",12,NA
16463,2017,15,Theft And Related Offences,Male,Maori,"Supervision with activity, intensive supervision",1,NA
16293,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision with activity, intensive supervision",6,NA
16293.1,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision with activity, intensive supervision",6,NA
16293.2,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision with activity, intensive supervision",6,NA
16293.3,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision with activity, intensive supervision",6,NA
16293.4,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision with activity, intensive supervision",6,NA
16293.5,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision with activity, intensive supervision",6,NA
15716,2017,15,Acts Intended To Cause Injury,Male,Maori,Supervision with residence,1,NA
16733,2017,15,Property Damage And Environmental Pollution,Male,Maori,Supervision with residence,1,NA
16848,2017,15,Public Order Offences,Male,Maori,Supervision with residence,1,NA
16102,2017,15,"Robbery, Extortion And Related Offences",Male,Maori,Supervision with residence,6,NA
16102.1,2017,15,"Robbery, Extortion And Related Offences",Male,Maori,Supervision with residence,6,NA
16102.2,2017,15,"Robbery, Extortion And Related Offences",Male,Maori,Supervision with residence,6,NA
16102.3,2017,15,"Robbery, Extortion And Related Offences",Male,Maori,Supervision with residence,6,NA
16102.4,2017,15,"Robbery, Extortion And Related Offences",Male,Maori,Supervision with residence,6,NA
16102.5,2017,15,"Robbery, Extortion And Related Offences",Male,Maori,Supervision with residence,6,NA
15854,2017,15,Sexual Assault And Related Offences,Male,Maori,Supervision with residence,1,NA
16439,2017,15,Theft And Related Offences,Male,Maori,Supervision with residence,6,NA
16439.1,2017,15,Theft And Related Offences,Male,Maori,Supervision with residence,6,NA
16439.2,2017,15,Theft And Related Offences,Male,Maori,Supervision with residence,6,NA
16439.3,2017,15,Theft And Related Offences,Male,Maori,Supervision with residence,6,NA
16439.4,2017,15,Theft And Related Offences,Male,Maori,Supervision with residence,6,NA
16439.5,2017,15,Theft And Related Offences,Male,Maori,Supervision with residence,6,NA
16267,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Supervision with residence,9,NA
16267.1,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Supervision with residence,9,NA
16267.2,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Supervision with residence,9,NA
16267.3,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Supervision with residence,9,NA
16267.4,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Supervision with residence,9,NA
16267.5,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Supervision with residence,9,NA
16267.6,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Supervision with residence,9,NA
16267.7,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Supervision with residence,9,NA
16267.8,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Supervision with residence,9,NA
15763,2017,15,Acts Intended To Cause Injury,Male,Maori,"Supervision, community work",1,NA
16154,2017,15,"Robbery, Extortion And Related Offences",Male,Maori,"Supervision, community work",1,NA
16489,2017,15,Theft And Related Offences,Male,Maori,"Supervision, community work",1,NA
16319,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",6,NA
16319.1,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",6,NA
16319.2,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",6,NA
16319.3,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",6,NA
16319.4,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",6,NA
16319.5,2017,15,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,"Supervision, community work",6,NA
33917,2017,16,"Abduction, Harassment And Other Offences Against The Person",Male,Maori,Adult sentences,1,NA
33521,2017,16,Homicide And Related Offences,Male,Maori,Adult sentences,1,NA
34007,2017,16,"Robbery, Extortion And Related Offences",Male,Maori,Adult sentences,6,NA
34007.1,2017,16,"Robbery, Extortion And Related Offences",Male,Maori,Adult sentences,6,NA
34007.2,2017,16,"Robbery, Extortion And Related Offences",Male,Maori,Adult sentences,6,NA
34007.3,2017,16,"Robbery, Extortion And Related Offences",Male,Maori,Adult sentences,6,NA
34007.4,2017,16,"Robbery, Extortion And Related Offences",Male,Maori,Adult sentences,6,NA
34007.5,2017,16,"Robbery, Extortion And Related Offences",Male,Maori,Adult sentences,6,NA
33741,2017,16,Sexual Assault And Related Offences,Male,Maori,Adult sentences,1,NA
34179,2017,16,"Unlawful Entry With Intent/Burglary, Break And Enter",Male,Maori,Adult sentences,1,NA
33955,2017,16,"Abduction, Harassment And Other Offences Against The Person",Male,Maori,"Discharge, admonish",1,NA
33690,2017,16,Acts Intended To Cause Injury,Male,Maori,"Discharge, admonish",1,NA
35256,2017,16,"Offences Against Justice Procedures, Government Security And Government Operations",Male,Maori,"Discharge, admonish",1,NA
34740,2017,16,Prohibited And Regulated Weapons And Explosives Offences,Male,Maori,"Discharge, admonish",1,NA
